"ID","m/z","Yellow_10_5x_2_420_1600_isotopomeric_score_annotated_1233-211210.csv","Yellow_16_5x_420_1600_isotopomeric_score_annotated_1418-211210.csv","Yellow_17_5x_420_1600_isotopomeric_score_annotated_1604-211210.csv","Yellow_18_5x_420_1600_isotopomeric_score_annotated_1743-211210.csv","Yellow_19_5x_420_1600_isotopomeric_score_annotated_1912-211210.csv","Yellow_1_5x_420-1600_isotopomeric_score_annotated_2006-211210.csv","Yellow_20_5x_420_1600_isotopomeric_score_annotated_2157-211210.csv","PubChem","LM_ID","CAS_inf","MetSign_ID","hm_ID","Name_ID","Keg_ID","label_information"
504,829.5403,0,0,0,0,0,0,0,"Unknown","Unknown","Unknown","C46H80N1O7P1-[M+K+]-2H-1-{m+0}(0.89231)(Niso-1)","HMDB08523","PC(20:5(5Z,8Z,11Z,14Z,17Z)/P-18:1(11Z))","C00157","2H_1"
505,829.5515,7507.4565,5373.543,4098.2282,5394.5124,6528.5796,0,0,"6450208;9546864,Unknown","Unknown;Unknown,LMGP02010164","4682-48-8;Unknown,Unknown","C42H79N1O13-[M+Na+]-2H-1-{m+0}(0.99381)(Niso-2);C47H74N1O8P1-[M+NH4+]-{m+0}(0.99252)(Niso-2)","HMDB04866;HMDB09408,Unknown","Lactosylceramide (d18:1/12:0)*;*PE(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine","C01290;C00350,Unknown","2H_1"
506,829.5609,52407.9648,18746.4923,21152.7275,24869.8802,43544.5713,9657.762,19786.2857,"Unknown;Unknown,Unknown","Unknown;LMGP01010649,Unknown","Unknown;Unknown,Unknown","C48H78N1O8P1-[M+H+]-2H-1-{m+0}(0.99199)(Niso-2);C46H80N1O8P1-[M+Na+]-2H-1-{m+0}(0.98512)(Niso-2)","HMDB08189;Unknown,HMDB07991","PC(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*1-hexadecanoyl-2-(3Z,6Z,9Z,12Z,15Z,18-docosahexaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C00157;Unknown,C00157","2H_1"
507,830.5546,1401.4993,1564.9312,1809.4356,0,0,0,955.2624,"6450208;9546864,Unknown","Unknown;Unknown,LMGP02010164","4682-48-8;Unknown,Unknown","C42H79N1O13-[M+Na+]-2H-2-{m+0}(0.90187)(Niso-1);C47H74N1O8P1-[M+NH4+]-2H-1-{m+0}(0.87487)(Niso-1)","HMDB04866;HMDB09408,Unknown","Lactosylceramide (d18:1/12:0)*;*PE(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine","C01290;C00350,Unknown","2H_2"
508,830.5651,11972.0015,8734.5075,10195.2764,10475.1749,8931.9651,0,5945.234,"Unknown,Unknown;Unknown,Unknown;Unknown","LMGP01010649,Unknown;LMGP01010644,Unknown;Unknown","Unknown,Unknown;Unknown,Unknown;Unknown","C46H80N1O8P1-[M+Na+]-2H-2-{m+0}(0.88169)(Niso-1);C46H82N1O8P1-[M+Na+]-{m+0}(0.88148)(Niso-1);C48H78N1O8P1-[M+H+]-2H-2-{m+0}(0.87143)(Niso-1)","Unknown,HMDB07991;Unknown,HMDB07989;HMDB08189","1-hexadecanoyl-2-(3Z,6Z,9Z,12Z,15Z,18-docosahexaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*1-hexadecanoyl-2-(4E,7E,10E,13E,16E-docosapentaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))*;*PC(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","Unknown,C00157;Unknown,C00157;C00157","2H_2"
509,830.5663,0,0,0,0,0,0,0,"Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,Unknown","LMGP01010649,Unknown;LMGP01010644,Unknown;Unknown;LMGP01010947,Unknown","Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,Unknown","C46H80N1O8P1-[M+Na+]-2H-2-{m+0}(0.99965)(Niso-3);C46H82N1O8P1-[M+Na+]-{m+0}(0.99295)(Niso-2);C48H78N1O8P1-[M+H+]-2H-2-{m+0}(0.992)(Niso-2);C48H80N1O8P1-[M+H+]-{m+0}(0.11593)(Niso-4)","Unknown,HMDB07991;Unknown,HMDB07989;HMDB08189;Unknown,HMDB08156","1-hexadecanoyl-2-(3Z,6Z,9Z,12Z,15Z,18-docosahexaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*1-hexadecanoyl-2-(4E,7E,10E,13E,16E-docosapentaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))*;*PC(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*1-(9Z,12Z-octadecadienoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*,*PC(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","Unknown,C00157;Unknown,C00157;C00157;Unknown,C00157","2H_2"
510,830.5715,22666.2993,17248.4109,29432.5383,23629.0261,14848.962,22137.852,9832.6596,"Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","LMGP06010007,Unknown;Unknown,LMGP01010644;Unknown,LMGP01010947","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C41H79O13P1-[M+NH4+]-2H-2-{m+0}(0.9973)(Niso-5);C46H82N1O8P1-[M+Na+]-{m+0}(0.88148)(Niso-1);C48H80N1O8P1-[M+H+]-{m+0}(0.87126)(Niso-1)","Unknown,HMDB09778;HMDB07989,Unknown;HMDB08156,Unknown","1,2-dihexadecanoyl-sn-glycero-3-phospho-(1'-myo-inositol)*,*PI(16:0/16:0)*;*PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(4E,7E,10E,13E,16E-docosapentaenoyl)-sn-glycero-3-phosphocholine*;*PC(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(9Z,12Z-octadecadienoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine","Unknown,C00626;C00157,Unknown;C00157,Unknown","2H_2"
511,830.5901,0,0,0,0,0,0,0,"854301;Unknown,Unknown","Unknown;Unknown,LMGP01010007","78897-52-6;Unknown,Unknown","C41H69N1O14-[M+NH4+]-2H-13-{m+0}(0.90587)(Niso-1);C44H80N1O8P1-[M+K+]-2H-10-{m+0}(0.90256)(Niso-1)","Unknown;HMDB07889,Unknown","LeucomycinA13*;*PC(14:0/22:4(7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine","C14063;C00157,Unknown","2H_13"
512,831.4881,0,0,0,0,0,0,0,"583142,Unknown","Unknown,LMPK04000042","2751-09-9,Unknown","C41H67N1O15-[M+NH4+]-{m+0}(0.90723)(Niso-1)","Unknown,Unknown","Troleandomycin*,*Troleandomycin","C12753,C12753","N"
513,831.5685,0,2633.3673,3352.3108,2851.8065,3195.0973,0,1640.5602,"Unknown,Unknown;Unknown","LMGP01010649,Unknown;Unknown","Unknown,Unknown;Unknown","C46H80N1O8P1-[M+Na+]-2H-3-{m+0}(0.88175)(Niso-1);C47H76N1O8P1-[M+NH4+]-{m+0}(0.87669)(Niso-1)","Unknown,HMDB07991;HMDB09342","1-hexadecanoyl-2-(3Z,6Z,9Z,12Z,15Z,18-docosahexaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*PE(20:3(5Z,8Z,11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","Unknown,C00157;C00350","2H_3"
514,831.5775,0,0,11409.4479,0,8270.867,0,0,"Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","LMGP06010007,Unknown;LMGP01010644,Unknown;Unknown,LMGP01010947","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C41H79O13P1-[M+NH4+]-2H-3-{m+0}(0.99968)(Niso-3);C46H82N1O8P1-[M+Na+]-2H-1-{m+0}(0.99965)(Niso-3);C48H80N1O8P1-[M+H+]-2H-1-{m+0}(0.99957)(Niso-3)","Unknown,HMDB09778;Unknown,HMDB07989;HMDB08156,Unknown","1,2-dihexadecanoyl-sn-glycero-3-phospho-(1'-myo-inositol)*,*PI(16:0/16:0)*;*1-hexadecanoyl-2-(4E,7E,10E,13E,16E-docosapentaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))*;*PC(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(9Z,12Z-octadecadienoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine","Unknown,C00626;Unknown,C00157;C00157,Unknown","2H_3"
515,831.5776,12622.7023,7007.7615,12330.7763,9977.0929,7612.7552,7637.559,5513.6477,"Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","LMGP01010644,Unknown;Unknown,LMGP01010947;LMGP06010007,Unknown","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C46H82N1O8P1-[M+Na+]-2H-1-{m+0}(1)(Niso-4);C48H80N1O8P1-[M+H+]-2H-1-{m+0}(1)(Niso-4);C41H79O13P1-[M+NH4+]-2H-3-{m+0}(1)(Niso-4)","Unknown,HMDB07989;HMDB08156,Unknown;Unknown,HMDB09778","1-hexadecanoyl-2-(4E,7E,10E,13E,16E-docosapentaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))*;*PC(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(9Z,12Z-octadecadienoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*1,2-dihexadecanoyl-sn-glycero-3-phospho-(1'-myo-inositol)*,*PI(16:0/16:0)","Unknown,C00157;C00157,Unknown;Unknown,C00626","2H_1"
516,832.5609,0,0,0,0,1231.5941,0,891.1459,"854297;854297;Unknown,Unknown","Unknown;Unknown;LMGP01020157,Unknown","18361-48-3;18361-48-3;Unknown,Unknown","C40H65N1O15-[M+NH4+]-2H-15-{m+0}(0.99483)(Niso-2);C40H65N1O15-[M+NH4+]-2H-15-{m+0}(0.99422)(Niso-2);C46H84N1O7P1-[M+K+]-{m+0}(0.99365)(Niso-2)","Unknown;Unknown;Unknown,HMDB08392","LeucomycinA6*;*LeucomycinA6*;*1-(9Z-octadecenyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine*,*PC(20:3(5Z,8Z,11Z)/P-18:1(11Z))","C14059;C14059;Unknown,C00157","2H_15"
517,832.5701,0,0,1435.3757,1302.4807,0,0,1421.7488,"6450208;9546864,Unknown;Unknown","Unknown;Unknown,LMGP02010164;Unknown","4682-48-8;Unknown,Unknown;Unknown","C42H79N1O13-[M+Na+]-2H-4-{m+0}(0.90197)(Niso-1);C47H74N1O8P1-[M+NH4+]-2H-3-{m+0}(0.87498)(Niso-1);C47H76N1O8P1-[M+NH4+]-2H-1-{m+0}(0.87476)(Niso-1)","HMDB04866;HMDB09408,Unknown;HMDB09342","Lactosylceramide (d18:1/12:0)*;*PE(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine*;*PE(20:3(5Z,8Z,11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C01290;C00350,Unknown;C00350","2H_4"
518,832.5796,18411.0417,17254.2837,15866.5354,20736.6886,23575.9339,0,14897.1011,"Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,Unknown;Unknown,Unknown","LMGP03010003;LMGP01010649,Unknown;LMGP01010644,Unknown;Unknown;Unknown,LMGP01011118;LMGP01010642,Unknown","Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,Unknown;Unknown,Unknown","C43H79N2O10P1-[M+NH4+]-{m+0}(0.99968)(Niso-3);C46H80N1O8P1-[M+Na+]-2H-4-{m+0}(0.99965)(Niso-3);C46H82N1O8P1-[M+Na+]-2H-2-{m+0}(0.99965)(Niso-3);C48H78N1O8P1-[M+H+]-2H-4-{m+0}(0.99958)(Niso-3);C48H80N1O8P1-[M+H+]-2H-2-{m+0}(0.99957)(Niso-3);C46H84N1O8P1-[M+Na+]-{m+0}(0.88137)(Niso-1)","Unknown;Unknown,HMDB07991;Unknown,HMDB07989;HMDB08189;HMDB08730,Unknown;Unknown,HMDB07988","1-heptadecanoyl, 2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoserine (ammonium salt)*;*1-hexadecanoyl-2-(3Z,6Z,9Z,12Z,15Z,18-docosahexaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*1-hexadecanoyl-2-(4E,7E,10E,13E,16E-docosapentaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))*;*PC(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))*,*1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine*;*1-hexadecanoyl-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:4(7Z,10Z,13Z,16Z))","Unknown;Unknown,C00157;Unknown,C00157;C00157;C00157,Unknown;Unknown,C00157","2H_4"
519,832.5877,260159.9287,117722.7386,115439.4261,153065.4965,457493.4886,101539.7971,124576.9219,"Unknown,Unknown;Unknown,Unknown","LMGP06010007,Unknown;Unknown,LMGP01010847","Unknown,Unknown;Unknown,Unknown","C41H79O13P1-[M+NH4+]-2H-4-{m+0}(0.94304)(Niso-3);C48H82N1O8P1-[M+H+]-{m+0}(0.90211)(Niso-4)","Unknown,HMDB09778;HMDB08090,Unknown","1,2-dihexadecanoyl-sn-glycero-3-phospho-(1'-myo-inositol)*,*PI(16:0/16:0)*;*PC(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(11Z-octadecenoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine","Unknown,C00626;C00157,Unknown","2H_4"
520,832.6019,0,0,0,0,0,0,0,"854301;Unknown,Unknown","Unknown;Unknown,LMGP01010007","78897-52-6;Unknown,Unknown","C41H69N1O14-[M+NH4+]-2H-15-{m+0}(0.99818)(Niso-4);C44H80N1O8P1-[M+K+]-2H-12-{m+0}(0.90266)(Niso-1)","Unknown;HMDB07889,Unknown","LeucomycinA13*;*PC(14:0/22:4(7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine","C14063;C00157,Unknown","2H_15"
521,832.6157,0,0,0,0,0,0,0,"Unknown,Unknown","LMGP01010402,Unknown","Unknown,Unknown","C44H88N1O8P1-[M+K+]-2H-4-{m+0}(0.90186)(Niso-1)","Unknown,HMDB07886","1-decanoyl-2-hexacosanoyl-sn-glycero-3-phosphocholine*,*PC(14:0/22:0)","Unknown,C00157","2H_4"
522,833.5648,0,0,0,0,0,0,0,"Unknown;Unknown,Unknown","Unknown;LMGP01020157,Unknown","Unknown;Unknown,Unknown","C46H80N1O7P1-[M+K+]-2H-5-{m+0}(0.89252)(Niso-1);C46H84N1O7P1-[M+K+]-2H-1-{m+0}(0.89209)(Niso-1)","HMDB08523;Unknown,HMDB08392","PC(20:5(5Z,8Z,11Z,14Z,17Z)/P-18:1(11Z))*;*1-(9Z-octadecenyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine*,*PC(20:3(5Z,8Z,11Z)/P-18:1(11Z))","C00157;Unknown,C00157","2H_5"
523,833.5687,0,0,0,0,0,0,0,"Unknown,Unknown","LMGP01020157,Unknown","Unknown,Unknown","C46H84N1O7P1-[M+K+]-2H-1-{m+0}(0.89209)(Niso-1)","Unknown,HMDB08392","1-(9Z-octadecenyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine*,*PC(20:3(5Z,8Z,11Z)/P-18:1(11Z))","Unknown,C00157","2H_1"
524,833.5733,937.1941,0,0,0,1098.0984,0,0,"6450208;9546864,Unknown","Unknown;Unknown,LMGP02010164","4682-48-8;Unknown,Unknown","C42H79N1O13-[M+Na+]-2H-5-{m+0}(0.90202)(Niso-1);C47H74N1O8P1-[M+NH4+]-2H-4-{m+0}(0.87504)(Niso-1)","HMDB04866;HMDB09408,Unknown","Lactosylceramide (d18:1/12:0)*;*PE(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine","C01290;C00350,Unknown","2H_5"
525,833.5826,8618.8011,7773.58,7905.3619,8830.9701,9518.392,0,6514.9696,"Unknown,Unknown;Unknown,Unknown;Unknown;Unknown;Unknown,5068,5280473","LMGP01010649,Unknown;LMGP01010644,Unknown;Unknown;Unknown;LMPR02010004,Unknown,Unknown","Unknown,Unknown;Unknown,Unknown;Unknown;Unknown;Unknown,303-97-9,303-97-9","C46H80N1O8P1-[M+Na+]-2H-5-{m+0}(0.99299)(Niso-2);C46H82N1O8P1-[M+Na+]-2H-3-{m+0}(0.99297)(Niso-2);C47H78N1O8P1-[M+NH4+]-{m+0}(0.99249)(Niso-2);C48H78N1O8P1-[M+H+]-2H-5-{m+0}(0.99202)(Niso-2);C54H82O4-[M+K+]-{m+0}(0.83915)(Niso-1)","Unknown,HMDB07991;Unknown,HMDB07989;HMDB09309;HMDB08189;Unknown,Unknown,HMDB06707","1-hexadecanoyl-2-(3Z,6Z,9Z,12Z,15Z,18-docosahexaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*1-hexadecanoyl-2-(4E,7E,10E,13E,16E-docosapentaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))*;*PE(20:2(11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*PC(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*Coenzyme Q9*,*Ubiquinone-9*,*Coenzyme Q9","Unknown,C00157;Unknown,C00157;C00350;C00157;C00399,C01967,Unknown","2H_5"
526,833.5916,65663.3879,29005.9589,30773.7703,34447.4568,113146.5489,30650.1809,31489.3946,"Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown","LMGP06010007,Unknown;LMGP01010642,Unknown;Unknown,LMGP01010947;Unknown,LMGP01010847;LMGP03010003","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown","C41H79O13P1-[M+NH4+]-2H-5-{m+0}(0.99968)(Niso-3);C46H84N1O8P1-[M+Na+]-2H-1-{m+0}(0.99964)(Niso-3);C48H80N1O8P1-[M+H+]-2H-3-{m+0}(0.99957)(Niso-3);C48H82N1O8P1-[M+H+]-2H-1-{m+0}(0.99957)(Niso-3);C43H79N2O10P1-[M+NH4+]-2H-1-{m+0}(0.89322)(Niso-1)","Unknown,HMDB09778;Unknown,HMDB07988;HMDB08156,Unknown;HMDB08090,Unknown;Unknown","1,2-dihexadecanoyl-sn-glycero-3-phospho-(1'-myo-inositol)*,*PI(16:0/16:0)*;*1-hexadecanoyl-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:4(7Z,10Z,13Z,16Z))*;*PC(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(9Z,12Z-octadecadienoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*PC(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(11Z-octadecenoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*1-heptadecanoyl, 2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoserine (ammonium salt)","Unknown,C00626;Unknown,C00157;C00157,Unknown;C00157,Unknown;Unknown","2H_5"
527,833.6141,0,0,0,0,0,0,0,"Unknown,Unknown","LMGP01080004,Unknown","Unknown,Unknown","C48H82N1O7P1-[M+NH4+]-{m+0}(0.871)(Niso-1)","Unknown,HMDB08753","1-(8-[3]-ladderane-octanoyl)-2-(8-[3]-ladderane-octanyl)-sn-glycerophosphocholine*,*PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:1(11Z))","Unknown,C00157","N"
528,834.5864,1989.4527,2343.5071,0,2033.6511,0,0,0,"6450208;Unknown,Unknown;Unknown","Unknown;LMGP01010649,Unknown;Unknown","4682-48-8;Unknown,Unknown;Unknown","C42H79N1O13-[M+Na+]-2H-6-{m+0}(0.90207)(Niso-1);C46H80N1O8P1-[M+Na+]-2H-6-{m+0}(0.88191)(Niso-1);C47H78N1O8P1-[M+NH4+]-2H-1-{m+0}(0.87465)(Niso-1)","HMDB04866;Unknown,HMDB07991;HMDB09309","Lactosylceramide (d18:1/12:0)*;*1-hexadecanoyl-2-(3Z,6Z,9Z,12Z,15Z,18-docosahexaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*PE(20:2(11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C01290;Unknown,C00157;C00350","2H_6"
529,834.5955,10531.6412,8524.6495,8165.9664,10657.2236,13446.933,5915.7698,6291.4347,"Unknown,Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,5068,5280473","LMGP06010007,Unknown;LMGP03010003;LMGP01010644,Unknown;LMGP01010642,Unknown;LMGP01010641,Unknown;Unknown;Unknown,LMGP01010947;Unknown,LMGP01010946;LMPR02010004,Unknown,Unknown","Unknown,Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,303-97-9,303-97-9","C41H79O13P1-[M+NH4+]-2H-6-{m+0}(0.99421)(Niso-2);C43H79N2O10P1-[M+NH4+]-2H-2-{m+0}(0.99363)(Niso-2);C46H82N1O8P1-[M+Na+]-2H-4-{m+0}(0.99297)(Niso-2);C46H84N1O8P1-[M+Na+]-2H-2-{m+0}(0.99295)(Niso-2);C46H86N1O8P1-[M+Na+]-{m+0}(0.99293)(Niso-2);C48H78N1O8P1-[M+H+]-2H-6-{m+0}(0.99202)(Niso-2);C48H80N1O8P1-[M+H+]-2H-4-{m+0}(0.992)(Niso-2);C48H82N1O8P1-[M+H+]-2H-2-{m+0}(0.99198)(Niso-2);C54H82O4-[M+K+]-2H-1-{m+0}(0.98139)(Niso-2)","Unknown,HMDB09778;Unknown;Unknown,HMDB07989;Unknown,HMDB07988;Unknown,HMDB08020;HMDB08189;HMDB08156,Unknown;HMDB08729,Unknown;Unknown,Unknown,HMDB06707","1,2-dihexadecanoyl-sn-glycero-3-phospho-(1'-myo-inositol)*,*PI(16:0/16:0)*;*1-heptadecanoyl, 2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoserine (ammonium salt)*;*1-hexadecanoyl-2-(4E,7E,10E,13E,16E-docosapentaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))*;*1-hexadecanoyl-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:4(7Z,10Z,13Z,16Z))*;*1-hexadecanoyl-2-(13Z,16Z,19Z-docosatrienoyl)-sn-glycero-3-phosphocholine*,*PC(16:1(9Z)/22:2(13Z,16Z))*;*PC(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*PC(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(9Z,12Z-octadecadienoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))*,*1-(9Z,12Z-octadecadienoyl)-2-(4Z,7Z,10Z,13Z,16Z-docosapentaenoyl)-sn-glycero-3-phosphocholine*;*Coenzyme Q9*,*Ubiquinone-9*,*Coenzyme Q9","Unknown,C00626;Unknown;Unknown,C00157;Unknown,C00157;Unknown,C00157;C00157;C00157,Unknown;C00157,Unknown;C00399,C01967,Unknown","2H_6"
530,834.6032,8632.7678,12231.8025,16602.0057,0,13145.7752,6431.7816,0,"Unknown,Unknown","Unknown,LMGP01010820","Unknown,Unknown","C48H84N1O8P1-[M+H+]-{m+0}(0.99287)(Niso-2)","HMDB08057,Unknown","PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-octadecanoyl-2-(4E,7E,10E,13E,16E,19E-docosahexaenoyl)-sn-glycero-3-phosphocholine","C00157,Unknown","N"
531,834.6351,0,0,0,0,0,0,0,"Unknown","Unknown","Unknown","C47H90N1O7P1-[M+Na+]-{m+0}(0.87578)(Niso-1)","HMDB09776","PE(24:1(15Z)/P-18:1(11Z))","C00350","N"
