"ID","m/z","Yellow_10.csv","Yellow_16.csv","Yellow_17.csv","Yellow_18.csv","Yellow_19.csv","Yellow_1.csv","Yellow_20.csv","Presence Percentage","PubChem","LM_ID","CAS_inf","MetSign_ID","hm_ID","Name_ID","Keg_ID","label_information"
510,830.5715,22666.2993,17248.4109,29432.5383,23629.0261,14848.962,22137.852,9832.6596,100,"Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","LMGP06010007,Unknown;Unknown,LMGP01010644;Unknown,LMGP01010947","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C41H79O13P1-[M+NH4+]-2H-2-{m+0}(0.9973)(Niso-5);C46H82N1O8P1-[M+Na+]-{m+0}(0.88148)(Niso-1);C48H80N1O8P1-[M+H+]-{m+0}(0.87126)(Niso-1)","Unknown,HMDB09778;HMDB07989,Unknown;HMDB08156,Unknown","1,2-dihexadecanoyl-sn-glycero-3-phospho-(1'-myo-inositol)*,*PI(16:0/16:0)*;*PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(4E,7E,10E,13E,16E-docosapentaenoyl)-sn-glycero-3-phosphocholine*;*PC(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(9Z,12Z-octadecadienoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine","Unknown,C00626;C00157,Unknown;C00157,Unknown","2H_2"
515,831.5776,12622.7023,7007.7615,12330.7763,9977.0929,7612.7552,7637.559,5513.6477,100,"Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","LMGP01010644,Unknown;Unknown,LMGP01010947;LMGP06010007,Unknown","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C46H82N1O8P1-[M+Na+]-2H-1-{m+0}(1)(Niso-4);C48H80N1O8P1-[M+H+]-2H-1-{m+0}(1)(Niso-4);C41H79O13P1-[M+NH4+]-2H-3-{m+0}(1)(Niso-4)","Unknown,HMDB07989;HMDB08156,Unknown;Unknown,HMDB09778","1-hexadecanoyl-2-(4E,7E,10E,13E,16E-docosapentaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))*;*PC(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(9Z,12Z-octadecadienoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*1,2-dihexadecanoyl-sn-glycero-3-phospho-(1'-myo-inositol)*,*PI(16:0/16:0)","Unknown,C00157;C00157,Unknown;Unknown,C00626","2H_1"
519,832.5877,260159.9287,117722.7386,115439.4261,153065.4965,457493.4886,101539.7971,124576.9219,100,"Unknown,Unknown;Unknown,Unknown","LMGP06010007,Unknown;Unknown,LMGP01010847","Unknown,Unknown;Unknown,Unknown","C41H79O13P1-[M+NH4+]-2H-4-{m+0}(0.94304)(Niso-3);C48H82N1O8P1-[M+H+]-{m+0}(0.90211)(Niso-4)","Unknown,HMDB09778;HMDB08090,Unknown","1,2-dihexadecanoyl-sn-glycero-3-phospho-(1'-myo-inositol)*,*PI(16:0/16:0)*;*PC(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(11Z-octadecenoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine","Unknown,C00626;C00157,Unknown","2H_4"
526,833.5916,65663.3879,29005.9589,30773.7703,34447.4568,113146.5489,30650.1809,31489.3946,100,"Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown","LMGP06010007,Unknown;LMGP01010642,Unknown;Unknown,LMGP01010947;Unknown,LMGP01010847;LMGP03010003","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown","C41H79O13P1-[M+NH4+]-2H-5-{m+0}(0.99968)(Niso-3);C46H84N1O8P1-[M+Na+]-2H-1-{m+0}(0.99964)(Niso-3);C48H80N1O8P1-[M+H+]-2H-3-{m+0}(0.99957)(Niso-3);C48H82N1O8P1-[M+H+]-2H-1-{m+0}(0.99957)(Niso-3);C43H79N2O10P1-[M+NH4+]-2H-1-{m+0}(0.89322)(Niso-1)","Unknown,HMDB09778;Unknown,HMDB07988;HMDB08156,Unknown;HMDB08090,Unknown;Unknown","1,2-dihexadecanoyl-sn-glycero-3-phospho-(1'-myo-inositol)*,*PI(16:0/16:0)*;*1-hexadecanoyl-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:4(7Z,10Z,13Z,16Z))*;*PC(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(9Z,12Z-octadecadienoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*PC(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(11Z-octadecenoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*1-heptadecanoyl, 2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoserine (ammonium salt)","Unknown,C00626;Unknown,C00157;C00157,Unknown;C00157,Unknown;Unknown","2H_5"
529,834.5955,10531.6412,8524.6495,8165.9664,10657.2236,13446.933,5915.7698,6291.4347,100,"Unknown,Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,5068,5280473","LMGP06010007,Unknown;LMGP03010003;LMGP01010644,Unknown;LMGP01010642,Unknown;LMGP01010641,Unknown;Unknown;Unknown,LMGP01010947;Unknown,LMGP01010946;LMPR02010004,Unknown,Unknown","Unknown,Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,303-97-9,303-97-9","C41H79O13P1-[M+NH4+]-2H-6-{m+0}(0.99421)(Niso-2);C43H79N2O10P1-[M+NH4+]-2H-2-{m+0}(0.99363)(Niso-2);C46H82N1O8P1-[M+Na+]-2H-4-{m+0}(0.99297)(Niso-2);C46H84N1O8P1-[M+Na+]-2H-2-{m+0}(0.99295)(Niso-2);C46H86N1O8P1-[M+Na+]-{m+0}(0.99293)(Niso-2);C48H78N1O8P1-[M+H+]-2H-6-{m+0}(0.99202)(Niso-2);C48H80N1O8P1-[M+H+]-2H-4-{m+0}(0.992)(Niso-2);C48H82N1O8P1-[M+H+]-2H-2-{m+0}(0.99198)(Niso-2);C54H82O4-[M+K+]-2H-1-{m+0}(0.98139)(Niso-2)","Unknown,HMDB09778;Unknown;Unknown,HMDB07989;Unknown,HMDB07988;Unknown,HMDB08020;HMDB08189;HMDB08156,Unknown;HMDB08729,Unknown;Unknown,Unknown,HMDB06707","1,2-dihexadecanoyl-sn-glycero-3-phospho-(1'-myo-inositol)*,*PI(16:0/16:0)*;*1-heptadecanoyl, 2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoserine (ammonium salt)*;*1-hexadecanoyl-2-(4E,7E,10E,13E,16E-docosapentaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))*;*1-hexadecanoyl-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:4(7Z,10Z,13Z,16Z))*;*1-hexadecanoyl-2-(13Z,16Z,19Z-docosatrienoyl)-sn-glycero-3-phosphocholine*,*PC(16:1(9Z)/22:2(13Z,16Z))*;*PC(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*PC(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(9Z,12Z-octadecadienoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))*,*1-(9Z,12Z-octadecadienoyl)-2-(4Z,7Z,10Z,13Z,16Z-docosapentaenoyl)-sn-glycero-3-phosphocholine*;*Coenzyme Q9*,*Ubiquinone-9*,*Coenzyme Q9","Unknown,C00626;Unknown;Unknown,C00157;Unknown,C00157;Unknown,C00157;C00157;C00157,Unknown;C00157,Unknown;C00399,C01967,Unknown","2H_6"
534,835.6071,4499.9121,5809.6773,7535.2743,8219.5105,8473.6691,2375.9194,7314.068,100,"Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","LMGP06010007,Unknown;LMGP01010641,Unknown;Unknown,LMGP01010847;Unknown,LMGP01010820","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C41H79O13P1-[M+NH4+]-2H-7-{m+0}(0.9065)(Niso-1);C46H86N1O8P1-[M+Na+]-2H-1-{m+0}(0.88132)(Niso-1);C48H82N1O8P1-[M+H+]-2H-3-{m+0}(0.87126)(Niso-1);C48H84N1O8P1-[M+H+]-2H-1-{m+0}(0.87103)(Niso-1)","Unknown,HMDB09778;Unknown,HMDB08020;HMDB08090,Unknown;HMDB08057,Unknown","1,2-dihexadecanoyl-sn-glycero-3-phospho-(1'-myo-inositol)*,*PI(16:0/16:0)*;*1-hexadecanoyl-2-(13Z,16Z,19Z-docosatrienoyl)-sn-glycero-3-phosphocholine*,*PC(16:1(9Z)/22:2(13Z,16Z))*;*PC(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(11Z-octadecenoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-octadecanoyl-2-(4E,7E,10E,13E,16E,19E-docosahexaenoyl)-sn-glycero-3-phosphocholine","Unknown,C00626;Unknown,C00157;C00157,Unknown;C00157,Unknown","2H_7"
548,849.6989,18750.6769,6037.5677,6750.4867,7429.269,10070.3293,4470.2056,9576.1407,100,"Unknown,Unknown;Unknown,Unknown;9544032,Unknown","Unknown,LMGL03010196;Unknown,LMGP01010820;Unknown,LMGL03010046","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C55H92O6-[M+H+]-{m+0}(0.98919)(Niso-3);C48H84N1O8P1-[M+H+]-2H-15-{m+0}(0.87182)(Niso-1);C53H94O6-[M+Na+]-{m+0}(0.84446)(Niso-1)","HMDB10517,Unknown;HMDB08057,Unknown;HMDB05435,Unknown","TG(20:4(5Z,8Z,11Z,14Z)/14:0/18:3(9Z,12Z,15Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol*;*PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-octadecanoyl-2-(4E,7E,10E,13E,16E,19E-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z))[iso3]*,*1-hexadecanoyl-2,3-di-(9Z,12Z-heptadecadienoyl)-sn-glycerol","Unknown,Unknown;C00157,Unknown;C00422,Unknown","2H_15"
550,850.7043,8653.3064,1660.5866,3140.9902,3107.1273,5622.858,1932.9474,5485.2328,100,"9544032,Unknown;Unknown,Unknown;Unknown","Unknown,LMGL03010046;Unknown,LMGL03010196;LMPR02010032","Unknown,Unknown;Unknown,Unknown;Unknown","C53H94O6-[M+Na+]-2H-1-{m+0}(0.98969)(Niso-2);C55H92O6-[M+H+]-2H-1-{m+0}(0.98841)(Niso-2);C58H88O3-[M+NH4+]-{m+0}(0.987)(Niso-2)","HMDB05435,Unknown;HMDB10517,Unknown;Unknown","TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z))[iso3]*,*1-hexadecanoyl-2,3-di-(9Z,12Z-heptadecadienoyl)-sn-glycerol*;*TG(20:4(5Z,8Z,11Z,14Z)/14:0/18:3(9Z,12Z,15Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol*;*3-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-decamethyltetraconta-2,6,10,14,18,22,26,30,34,38-decaen-1-yl]-5-methoxy-2-methylcyclohexa-2,5-diene-1,4-dione","C00422,Unknown;Unknown,Unknown;Unknown","2H_1"
553,851.7152,162609.4093,32577.3565,50909.2401,44553.3328,12390.4236,81080.7964,9337.1889,100,"9544179,Unknown;Unknown","Unknown,LMGL03010166;LMPR02010032","Unknown,Unknown;Unknown","C55H94O6-[M+H+]-{m+0}(0.9692)(Niso-2);C58H88O3-[M+NH4+]-2H-1-{m+0}(0.95798)(Niso-2)","HMDB05436,Unknown;Unknown","TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(9Z,12Z-octadecadienoyl)-sn-glycerol*;*3-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-decamethyltetraconta-2,6,10,14,18,22,26,30,34,38-decaen-1-yl]-5-methoxy-2-methylcyclohexa-2,5-diene-1,4-dione","C00422,Unknown;Unknown","2H_1"
556,852.7189,59044.9834,17695.5584,20527.1632,19796.7102,8012.6268,25200.2565,6518.6021,100,"9544179,Unknown;Unknown,9544021;Unknown,Unknown;Unknown","Unknown,LMGL03010166;LMGL03010037,Unknown;Unknown,LMGL03010196;LMPR02010032","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown","C55H94O6-[M+H+]-2H-1-{m+0}(0.9884)(Niso-2);C53H96O6-[M+Na+]-2H-1-{m+0}(0.8444)(Niso-1);C55H92O6-[M+H+]-2H-3-{m+0}(0.83297)(Niso-1);C58H88O3-[M+NH4+]-2H-2-{m+0}(0.44011)(Niso-2)","HMDB05436,Unknown;Unknown,HMDB05379;HMDB10517,Unknown;Unknown","TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(9Z,12Z-octadecadienoyl)-sn-glycerol*;*1-(9Z-hexadecenoyl)-2,3-di-(9Z-heptadecenoyl)-sn-glycerol*,*TG(16:0/16:1(9Z)/18:2(9Z,12Z))[iso6]*;*TG(20:4(5Z,8Z,11Z,14Z)/14:0/18:3(9Z,12Z,15Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol*;*3-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-decamethyltetraconta-2,6,10,14,18,22,26,30,34,38-decaen-1-yl]-5-methoxy-2-methylcyclohexa-2,5-diene-1,4-dione","C00422,Unknown;Unknown,C00422;Unknown,Unknown;Unknown","2H_1"
560,853.7308,196415.2867,114150.7294,266605.3322,163748.0541,22843.8692,675227.0664,15965.7534,100,"9544150,Unknown;Unknown","Unknown,LMGL03010140;LMPR02010032","Unknown,Unknown;Unknown","C55H96O6-[M+H+]-{m+0}(0.91304)(Niso-3);C58H88O3-[M+NH4+]-2H-3-{m+0}(0.81223)(Niso-1)","HMDB05380,Unknown;Unknown","TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(9Z-octadecenoyl)-sn-glycerol*;*3-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-decamethyltetraconta-2,6,10,14,18,22,26,30,34,38-decaen-1-yl]-5-methoxy-2-methylcyclohexa-2,5-diene-1,4-dione","C00422,Unknown;Unknown","2H_3"
562,854.5716,5862.9912,3776.3854,8249.7086,5810.1967,2610.4837,1621.8578,3040.9329,100,"Unknown;Unknown,Unknown;Unknown;Unknown,Unknown","Unknown;Unknown,LMGP01011054;LMGP06010001;Unknown,LMGP01010847","Unknown;Unknown,Unknown;Unknown;Unknown,Unknown","C43H79O13P1-[M+NH4+]-2H-2-{m+0}(0.99337)(Niso-2);C50H80N1O8P1-[M+H+]-{m+0}(0.98895)(Niso-2);C43H81O13P1-[M+NH4+]-{m+0}(0.8986)(Niso-1);C48H82N1O8P1-[M+Na+]-{m+0}(0.87115)(Niso-1)","HMDB09846;HMDB08452,Unknown;Unknown;HMDB08090,Unknown","PI(18:2(9Z,12Z)/16:0)*;*PC(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-myo-inositol)*;*PC(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(11Z-octadecenoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine","C00626;C00157,Unknown;Unknown;C00157,Unknown","2H_2"
566,854.7345,60290.5193,32598.173,59870.6051,44238.0856,10610.5562,270219.7749,8710.2887,100,"Unknown,9544012;9544179,Unknown;Unknown,9544150;Unknown","LMGL03010032,Unknown;Unknown,LMGL03010215;LMGL03010140,Unknown;LMPR02010032","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown","C53H98O6-[M+Na+]-2H-1-{m+0}(0.98966)(Niso-2);C55H94O6-[M+H+]-2H-3-{m+0}(0.98841)(Niso-2);C55H96O6-[M+H+]-2H-1-{m+0}(0.98838)(Niso-2);C58H88O3-[M+NH4+]-2H-4-{m+0}(0.98675)(Niso-2)","Unknown,HMDB05362;HMDB05436,Unknown;Unknown,HMDB05380;Unknown","1-hexadecanoyl-2,3-di-(9Z-heptadecenoyl)-sn-glycerol*,*TG(16:0/16:0/18:2(9Z,12Z))[iso3]*;*TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1-hexadecanoyl-2-(9Z-hexadecenoyl)-3-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol*;*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(9Z-octadecenoyl)-sn-glycerol*,*TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*;*3-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-decamethyltetraconta-2,6,10,14,18,22,26,30,34,38-decaen-1-yl]-5-methoxy-2-methylcyclohexa-2,5-diene-1,4-dione","Unknown,C00422;C00422,Unknown;Unknown,C00422;Unknown","2H_1"
572,856.5878,12912.2274,13670.6151,14242.9328,15770.8411,30951.7946,3450.5256,10657.3993,100,"Unknown;Unknown;Unknown;Unknown","Unknown;Unknown;LMGP06010001;Unknown","Unknown;Unknown;Unknown;Unknown","C43H79O13P1-[M+NH4+]-2H-4-{m+0}(0.99355)(Niso-2);C50H82N1O8P1-[M+H+]-{m+0}(0.99113)(Niso-2);C43H81O13P1-[M+NH4+]-2H-2-{m+0}(0.95963)(Niso-3);C43H83O13P1-[M+NH4+]-{m+0}(0.8985)(Niso-1)","HMDB09784;HMDB08387;Unknown;HMDB09781","PI(16:0/18:2(9Z,12Z))*;*PC(20:3(5Z,8Z,11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-myo-inositol)*;*PI(16:0/18:0)","C00626;C00157;Unknown;C00626","2H_4"
575,856.7494,9166.9729,12440.2631,12986.8522,11873.0447,1489.2601,49950.6959,7944.9121,100,"Unknown,6475228;Unknown,5283475;Unknown,5283475;Unknown,9544150;9544125,Unknown;9544125,Unknown;Unknown;Unknown,9544150","LMSP0501AC08,Unknown;LMGL03010005,Unknown;LMGL03010005,Unknown;LMGL03010140,Unknown;Unknown,LMGL03010117;Unknown,LMGL03010117;LMPR02010032;LMGL03010140,Unknown","Unknown,85305-87-9;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,Unknown","C50H95N1O8-[M+NH4+]-2H-1-{m+0}(0.99061)(Niso-2);C53H100O6-[M+Na+]-2H-1-{m+0}(0.98965)(Niso-2);C53H100O6-[M+Na+]-2H-1-{m+0}(0.98965)(Niso-2);C55H96O6-[M+H+]-2H-3-{m+0}(0.9884)(Niso-2);C55H98O6-[M+H+]-2H-1-{m+0}(0.98837)(Niso-2);C55H98O6-[M+H+]-2H-1-{m+0}(0.98837)(Niso-2);C58H88O3-[M+NH4+]-2H-6-{m+0}(0.98676)(Niso-2);C55H96O6-[M+H+]-2H-3-{m+0}(0.91309)(Niso-2)","Unknown,HMDB04976;Unknown,HMDB05360;Unknown,HMDB05360;Unknown,HMDB05380;HMDB05363,Unknown;HMDB05363,Unknown;Unknown;Unknown,HMDB05380","Galbeta-Cer(d18:1/26:1(17Z))*,*Glucosylceramide (d18:1/26:1(17Z))*;*1,2-dihexadecanoyl-3-(11E-octadecenoyl)-sn-glycerol*,*TG(16:0/16:0/18:1(9Z))[iso3]*;*1,2-dihexadecanoyl-3-(11E-octadecenoyl)-sn-glycerol*,*TG(16:0/16:0/18:1(9Z))[iso3]*;*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(9Z-octadecenoyl)-sn-glycerol*,*TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*;*TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*;*TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*;*3-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-decamethyltetraconta-2,6,10,14,18,22,26,30,34,38-decaen-1-yl]-5-methoxy-2-methylcyclohexa-2,5-diene-1,4-dione*;*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(9Z-octadecenoyl)-sn-glycerol*,*TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]","Unknown,C01190;Unknown,C00422;Unknown,C00422;Unknown,C00422;C00422,Unknown;C00422,Unknown;Unknown;Unknown,C00422","2H_1"
576,857.5919,7308.9945,5573.7116,6678.8632,8445.3872,14485.4361,2046.2799,5798.3745,100,"Unknown;Unknown;Unknown;Unknown,Unknown","Unknown;LMGP06010001;Unknown;Unknown,LMGP01011054","Unknown;Unknown;Unknown;Unknown,Unknown","C43H79O13P1-[M+NH4+]-2H-5-{m+0}(0.99339)(Niso-2);C43H81O13P1-[M+NH4+]-2H-3-{m+0}(0.99337)(Niso-2);C50H82N1O8P1-[M+H+]-2H-1-{m+0}(0.9909)(Niso-2);C50H80N1O8P1-[M+H+]-2H-3-{m+0}(0.86062)(Niso-1)","HMDB09784;Unknown;HMDB08387;HMDB08452,Unknown","PI(16:0/18:2(9Z,12Z))*;*1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-myo-inositol)*;*PC(20:3(5Z,8Z,11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*PC(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine","C00626;Unknown;C00157;C00157,Unknown","2H_5"
607,875.7155,184864.7692,90296.1628,55483.4887,82667.8772,240231.1768,8564.0642,171454.2484,100,"Unknown,Unknown","Unknown,LMGL03010450","Unknown,Unknown","C57H94O6-[M+H+]-{m+0}(0.92731)(Niso-4)","HMDB10507,Unknown","TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso3]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol","Unknown,Unknown","N"
610,876.7189,68385.7503,36274.5911,27377.5303,34924.2849,82474.9925,3881.552,59705.4449,100,"Unknown,9544150;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","LMGL03010140,Unknown;Unknown,LMGL03010450;Unknown,LMGL03010506;Unknown,LMGL03010506","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C55H96O6-[M+Na+]-2H-1-{m+0}(1)(Niso-7);C57H94O6-[M+H+]-2H-1-{m+0}(1)(Niso-5);C57H92O6-[M+H+]-2H-3-{m+0}(1)(Niso-7);C57H92O6-[M+H+]-2H-3-{m+0}(0.97568)(Niso-7)","Unknown,HMDB05380;HMDB10507,Unknown;HMDB10498,Unknown;HMDB10498,Unknown","1,2-di-(9Z,12Z-heptadecadienoyl)-3-(9Z-octadecenoyl)-sn-glycerol*,*TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*;*TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso3]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol*;*TG(18:3(9Z,12Z,15Z)/14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol*;*TG(18:3(9Z,12Z,15Z)/14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol","Unknown,C00422;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","2H_1"
614,877.7296,2406708.865,1646086.369,1386732.854,1580707.775,2626054.829,295376.0574,1998355.825,100,"9544410,Unknown;9544125,Unknown;Unknown,Unknown","Unknown,LMGL03010398;Unknown,LMGL03010117;Unknown,LMGL03010649","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C57H96O6-[M+H+]-{m+0}(0.87084)(Niso-5);C55H98O6-[M+Na+]-{m+0}(0.84006)(Niso-2);C57H94O6-[M+H+]-2H-2-{m+0}(0.82639)(Niso-4)","HMDB05447,Unknown;HMDB05363,Unknown;HMDB10507,Unknown","TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol*;*TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-octadecanoyl-sn-glycerol*;*TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso3]*,*1,2-di-(9Z-hexadecenoyl)-3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol","C00422,Unknown;C00422,Unknown;Unknown,Unknown","2H_2"
